"ID","OLDID","PEN","CBRD","AGE","BDAT","EDAT","NOTE","SBRD","DBRD","FDAT","AGEFR","ARDAT","RPRO","EVT","REM","DINCU","DIM","LACT","WMK1","WMK4","WMK8","ME305","EC305","MILK","TDAT","SCC","LGSCC","LOG1","LSC2","XMAST","XSICK","ORGIN",
     21727 ,         0 ,    77 ,H    ,  2-1 ,10/20/21,06/13/23,GW        ,     ,-    ,07/29/23,  1-9 ,       - ,PREG    ,PREG    ,37DAYS           ,    0 ,  130 ,   1 ,   40 ,   73 ,   85 ,30430 ,33530 ,    73 ,11/27/23,  1010 ,  6.3 , 7.4 , 4.3 ,    0 ,    0 ,PUR   ,
     21728 ,         0 ,    76 ,H    ,  2-1 ,10/20/21,06/13/23,GW        ,     ,-    ,07/24/23,  1-9 ,       - ,BRED    ,BRED    ,22:59            ,    5 ,  135 ,   1 ,   45 ,   69 ,   69 ,25660 ,27150 ,    71 ,11/27/23,   875 ,  6.1 , 7.8 , 4.0 ,    0 ,    0 ,PUR   ,
     21729 ,         0 ,    77 ,S    ,  2-3 ,08/20/21,06/14/23,-         ,     ,-    ,07/06/23, 1-10 ,       - ,PREG    ,PREG    ,32DAYS           ,   16 ,  153 ,   1 ,   32 ,   45 ,   42 ,18560 ,21330 ,    44 ,11/27/23,     0 ,    0 , 2.1 , 1.8 ,    0 ,    3 ,PUR   ,
     21730 ,         0 ,    77 ,S    ,  2-3 ,08/20/21,06/14/23,-         ,     ,-    ,07/19/23, 1-10 ,       - ,PREG    ,PREG    ,67DAYS           ,    9 ,  140 ,   1 ,   34 ,   37 ,   37 ,17590 ,20320 ,    43 ,11/27/23,    80 ,  2.7 , 3.0 , 4.1 ,    1 ,    1 ,PUR   ,
     21731 ,         0 ,    78 ,S    ,  2-4 ,08/01/21,06/14/23,-         ,     ,-    ,07/03/23, 1-10 ,       - ,PREG    ,PREG    ,32DAYS           ,   13 ,  156 ,   1 ,   40 ,   54 ,   39 ,15880 ,14430 ,    39 ,11/27/23,   475 ,  5.2 , 1.1 , 4.4 ,    0 ,    0 ,PUR   ,
     21732 ,         0 ,     1 ,S    , 1-11 ,08/15/21,06/14/23,-         ,     ,-    ,07/19/23, 1-11 ,08/14/23, SLD/DIE,SOLD    ,DA               ,    9 ,   26 ,   1 ,   28 ,   15 ,    0 ,14190 ,14340 ,     0 ,       - ,     0 ,    0 ,   0 ,   0 ,    0 ,    3 ,-     ,
     21733 ,         0 ,    76 ,S    ,  2-3 ,08/29/21,06/14/23,-         ,     ,-    ,08/26/23, 1-11 ,       - ,BRED    ,BRED    ,14:59            ,    5 ,  102 ,   1 ,   54 ,   64 ,   67 ,22970 ,24440 ,    62 ,11/27/23,    56 ,  2.2 , 3.1 , 4.4 ,    0 ,    0 ,PUR   ,
     21734 ,         0 ,    78 ,H    ,  2-3 ,08/25/21,06/14/23,-         ,     ,-    ,06/28/23, 1-10 ,       - ,PREG    ,PREG    ,32DAYS           ,    0 ,  161 ,   1 ,   36 ,   68 ,   72 ,26830 ,25670 ,    73 ,11/27/23,    69 ,  2.4 , 1.5 , 1.8 ,    0 ,    0 ,PUR   ,
     21735 ,         0 ,    76 ,H    ,  2-3 ,08/25/21,06/14/23,-         ,     ,-    ,08/30/23,  2-0 ,       - , OK/OPEN,OK      ,OVS              ,    9 ,   98 ,   1 ,   42 ,   59 ,   46 ,21710 ,27770 ,    55 ,11/27/23,    66 ,  2.4 , 1.0 , 0.3 ,    0 ,    0 ,PUR   ,
     21737 ,         0 ,    77 ,H    ,  2-3 ,08/15/21,06/14/23,-         ,     ,-    ,07/10/23, 1-10 ,       - ,PREG    ,FOOTRIM ,NONE             ,    6 ,  149 ,   1 ,   39 ,   51 ,   63 ,26610 ,28160 ,     0 ,11/27/23,     0 ,    0 , 3.5 , 2.7 ,    0 ,    0 ,PUR   ,
     21738 ,         0 ,    76 ,H    ,  2-3 ,08/15/21,06/14/23,-         ,     ,-    ,09/04/23,  2-0 ,       - ,BRED    ,BRED    ,22:59            ,    6 ,   93 ,   1 ,   39 ,   56 ,   67 ,23890 ,24440 ,    73 ,11/27/23,    18 ,  0.5 , 0.1 , 0.8 ,    0 ,    0 ,PUR   ,
     21739 ,         0 ,    76 ,H    ,  2-1 ,10/08/21,06/14/23,-         ,     ,-    ,09/13/23, 1-11 ,       - ,BRED    ,BRED    ,10:59            ,    9 ,   84 ,   1 ,   48 ,   74 ,   63 ,25490 ,26290 ,    80 ,11/27/23,    29 ,  1.2 ,   0 , 0.7 ,    0 ,    0 ,PUR   ,
     21740 ,         0 ,    76 ,H    ,  2-3 ,09/01/21,06/14/23,-         ,     ,-    ,09/15/23,  2-0 ,       - ,FRESH   ,FOOTRIM ,NONE             ,    4 ,   82 ,   1 ,   27 ,   53 ,   56 ,24790 ,27490 ,    70 ,11/27/23,    86 ,  2.8 , 3.4 , 2.0 ,    0 ,    3 ,PUR   ,
     21741 ,         0 ,    75 ,H    ,  2-3 ,09/01/21,06/27/23,-         ,     ,-    ,10/21/23,  2-1 ,       - ,FRESH   ,HEAT    ,02:59            ,   14 ,   46 ,   1 ,   42 ,   49 ,    0 ,23320 ,23950 ,    69 ,11/27/23,    44 ,  1.8 ,   0 , 1.8 ,    0 ,    1 ,PUR   ,
     21742 ,         0 ,    71 ,H    ,  2-3 ,08/30/21,06/27/23,-         ,     ,-    ,11/16/23,  2-2 ,       - ,FRESH   ,MOVE    ,F0001T0071       ,   17 ,   20 ,   1 ,   39 ,    0 ,    0 ,18820 ,21540 ,    38 ,11/27/23,    27 ,  1.1 , 1.1 ,   0 ,    0 ,    0 ,PUR   ,
     21743 ,         0 ,     1 ,H    ,  2-3 ,09/02/21,06/27/23,-         ,     ,-    ,12/04/23,  2-2 ,       - ,FRESH   ,EDEMA   ,DEX.15IM         ,   13 ,    2 ,   1 ,    0 ,    0 ,    0 ,    0 ,    0 ,     0 ,       - ,     0 ,    0 ,   0 ,   0 ,    0 ,    0 ,PUR   ,
     21744 ,         0 ,    75 ,H    ,  2-3 ,09/03/21,06/27/23,-         ,     ,-    ,10/10/23,  2-1 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   10 ,   57 ,   1 ,   51 ,   89 ,  111 ,30990 ,29310 ,    98 ,11/27/23,   271 ,  4.4 , 6.1 , 4.4 ,    0 ,    0 ,PUR   ,
     21745 ,         0 ,    75 ,H    ,  2-3 ,08/29/21,06/27/23,-         ,     ,-    ,10/23/23,  2-1 ,       - ,FRESH   ,HEAT    ,00:59            ,   16 ,   44 ,   1 ,   43 ,   75 ,    0 ,25840 ,24760 ,    79 ,11/27/23,   545 ,  5.4 , 5.4 ,   0 ,    0 ,    1 ,PUR   ,
     21746 ,         0 ,     1 ,H    ,  2-2 ,09/04/21,06/27/23,-         ,     ,-    ,11/13/23,  2-2 ,       - ,NO BRED ,DNB     ,STAPH            ,    3 ,   23 ,   1 ,   29 ,   46 ,    0 ,19400 ,18200 ,    37 ,11/27/23,    51 ,  2.0 , 2.0 ,   0 ,    0 ,    0 ,PUR   ,
     21747 ,         0 ,    75 ,H    ,  2-3 ,09/01/21,06/27/23,-         ,     ,-    ,10/17/23,  2-1 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   10 ,   50 ,   1 ,   51 ,   88 ,   90 ,29330 ,32750 ,    92 ,11/27/23,    16 ,  0.4 , 2.8 , 0.4 ,    0 ,    0 ,PUR   ,
     21748 ,         0 ,    76 ,H    ,  2-3 ,09/01/21,06/27/23,-         ,     ,-    ,09/23/23,  2-0 ,       - ,FRESH   ,HEAT    ,06:59            ,    0 ,   74 ,   1 ,   28 ,   52 ,   61 ,20630 ,23940 ,    58 ,11/27/23,     1 ,  0.1 , 5.0 , 0.1 ,    0 ,    2 ,PUR   ,
     21749 ,         0 ,    75 ,H    ,  2-0 ,11/20/21,06/27/23,-         ,     ,-    ,11/09/23, 1-11 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   15 ,   27 ,   1 ,   39 ,   63 ,    0 ,24170 ,27440 ,    59 ,11/27/23,   121 ,  3.3 , 3.3 ,   0 ,    0 ,    0 ,PUR   ,
     21750 ,         0 ,    71 ,H    ,  2-3 ,09/01/21,06/27/23,-         ,     ,-    ,11/21/23,  2-2 ,       - ,FRESH   ,MOVE    ,F0001T0071       ,   11 ,   15 ,   1 ,   25 ,    0 ,    0 ,20550 ,24150 ,    38 ,11/27/23,   134 ,  3.4 , 3.4 ,   0 ,    0 ,    0 ,PUR   ,
     21751 ,         0 ,    75 ,H    ,  2-3 ,08/30/21,06/27/23,-         ,     ,-    ,11/02/23,  2-2 ,       - ,FRESH   ,HEAT    ,04:59            ,    8 ,   34 ,   1 ,   24 ,   54 ,    0 ,21870 ,24070 ,    65 ,11/27/23,    26 ,  1.1 , 1.1 ,   0 ,    0 ,    0 ,PUR   ,
     21752 ,         0 ,    10 ,H    ,  2-2 ,09/05/21,06/27/23,-         ,     ,-    ,10/25/23,  2-1 ,11/28/23, SLD/DIE,DIED    ,FEET.UT          ,   18 ,   34 ,   1 ,   45 ,   69 ,    0 ,24680 ,24940 ,    61 ,11/27/23,     0 ,    0 ,   0 ,   0 ,    0 ,    3 ,PUR   ,
     21753 ,         0 ,    71 ,H    ,  2-3 ,09/01/21,06/27/23,-         ,     ,-    ,11/21/23,  2-2 ,       - ,NO BRED ,DNB     ,STAPH            ,   11 ,   15 ,   1 ,   57 ,    0 ,    0 ,21540 ,23070 ,    64 ,11/27/23,    78 ,  2.6 , 2.6 ,   0 ,    0 ,    0 ,PUR   ,
     21754 ,         0 ,    75 ,H    ,  2-3 ,09/03/21,06/27/23,-         ,     ,-    ,11/13/23,  2-2 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    9 ,   23 ,   1 ,   40 ,   56 ,    0 ,21430 ,21660 ,    38 ,11/27/23,     0 ,    0 ,   0 ,   0 ,    1 ,    1 ,PUR   ,
     21755 ,         0 ,    75 ,H    ,  2-3 ,08/25/21,06/27/23,-         ,     ,-    ,10/13/23,  2-1 ,       - ,FRESH   ,HEAT    ,00:59            ,   20 ,   54 ,   1 ,   37 ,   68 ,   73 ,24320 ,28150 ,    70 ,11/27/23,    72 ,  2.5 , 2.2 , 2.5 ,    0 ,    1 ,PUR   ,
     21756 ,         0 ,    76 ,H    ,  2-3 ,08/25/21,06/28/23,-         ,     ,-    ,10/06/23,  2-1 ,       - ,FRESH   ,HEAT    ,06:59            ,    4 ,   61 ,   1 ,   45 ,   59 ,   83 ,26490 ,32020 ,    82 ,11/27/23,  1137 ,  6.4 , 0.5 , 6.4 ,    0 ,    0 ,PUR   ,
     21757 ,         0 ,     9 ,H    ,  2-3 ,08/25/21,06/27/23,-         ,     ,-    ,11/11/23,  2-2 ,11/29/23, SLD/DIE,SOLD    ,MAST/STAPH,    7 ,   18 ,   1 ,   22 ,    0 ,    0 ,13750 ,19250 ,    16 ,11/27/23,   121 ,  3.3 , 3.3 ,   0 ,    1 ,    1 ,PUR   ,
     21758 ,         0 ,    75 ,H    ,  2-3 ,08/25/21,06/27/23,-         ,     ,-    ,10/10/23,  2-1 ,       - ,FRESH   ,HEAT    ,02:59            ,   42 ,   57 ,   1 ,   46 ,   73 ,   78 ,27780 ,31280 ,    91 ,11/27/23,   282 ,  4.4 , 8.1 , 4.4 ,    0 ,    0 ,PUR   ,
     21759 ,         0 ,     1 ,H    ,  2-1 ,08/25/21,06/27/23,-         ,     ,-    ,10/12/23,  2-1 ,10/16/23, SLD/DIE,DIED    ,RESP.EUT         ,   10 ,    4 ,   1 ,    0 ,    0 ,    0 ,    0 ,    0 ,     0 ,       - ,     0 ,    0 ,   0 ,   0 ,    0 ,    0 ,PUR   ,
     21760 ,         0 ,     1 ,H    ,  2-3 ,08/25/21,06/27/23,-         ,     ,-    ,11/27/23,  2-3 ,       - ,FRESH   ,EDEMA   ,DEX.15IM         ,   12 ,    9 ,   1 ,   53 ,    0 ,    0 ,20340 ,20560 ,     0 ,       - ,     0 ,    0 ,   0 ,   0 ,    0 ,    0 ,PUR   ,
     21761 ,         0 ,     1 ,H    ,  2-3 ,08/25/21,06/27/23,-         ,     ,-    ,11/16/23,  2-2 ,       - ,FRESH   ,KETOSIS ,PROPGLY          ,   12 ,   20 ,   1 ,   38 ,    0 ,    0 ,23280 ,29780 ,    39 ,11/27/23,    60 ,  2.3 , 2.3 ,   0 ,    0 ,    0 ,PUR   ,
     21762 ,         0 ,    71 ,H    ,  2-3 ,08/25/21,06/27/23,-         ,     ,-    ,11/16/23,  2-2 ,       - ,FRESH   ,MOVE    ,F0001T0071       ,    6 ,   20 ,   1 ,   39 ,    0 ,    0 ,16040 ,18710 ,    34 ,11/27/23,    53 ,  2.1 , 2.1 ,   0 ,    1 ,    1 ,PUR   ,
     21763 ,         0 ,    79 ,H    ,  2-3 ,08/26/21,06/27/23,-         ,     ,-    ,09/30/23,  2-1 ,       - ,FRESH   ,MOVE    ,F0076T0079       ,    7 ,   67 ,   1 ,   49 ,   54 ,   84 ,22770 ,27640 ,    65 ,11/27/23,  3358 ,  8.1 , 0.8 , 8.1 ,    1 ,    1 ,PUR   ,
     21764 ,         0 ,     1 ,H    ,  2-3 ,08/27/21,06/27/23,-         ,     ,-    ,11/25/23,  2-2 ,       - ,FRESH   ,MOVE    ,F0021T0001       ,    4 ,   11 ,   1 ,   50 ,    0 ,    0 ,20740 ,29290 ,     0 ,11/27/23,    95 ,  2.9 , 2.9 ,   0 ,    0 ,    0 ,PUR   ,
     21765 ,         0 ,    75 ,H    ,  2-3 ,08/28/21,06/27/23,-         ,     ,-    ,11/10/23,  2-2 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   11 ,   26 ,   1 ,   33 ,   33 ,    0 ,17020 ,17200 ,    49 ,11/27/23,     0 ,    0 ,   0 ,   0 ,    0 ,    0 ,PUR   ,
     21766 ,         0 ,     1 ,H    ,  2-2 ,08/29/21,06/27/23,-         ,     ,-    ,11/14/23,  2-2 ,11/29/23, SLD/DIE,SOLD    ,PNEU             ,   20 ,   15 ,   1 ,   37 ,    0 ,    0 ,16090 ,24940 ,    30 ,11/27/23,   234 ,  4.2 , 4.2 ,   0 ,    0 ,    0 ,PUR   ,
     21767 ,         0 ,     1 ,H    ,  2-3 ,09/01/21,06/27/23,-         ,     ,-    ,11/28/23,  2-2 ,       - ,FRESH   ,MOVE    ,F0021T0001       ,    0 ,    8 ,   1 ,   35 ,    0 ,    0 ,19190 ,19390 ,     0 ,       - ,     0 ,    0 ,   0 ,   0 ,    0 ,    0 ,PUR   ,
     21768 ,         0 ,    75 ,H    ,  2-3 ,08/25/21,06/27/23,-         ,     ,-    ,10/30/23,  2-2 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    5 ,   37 ,   1 ,   48 ,   66 ,    0 ,26830 ,24910 ,    66 ,11/27/23,     1 ,  0.1 , 0.1 ,   0 ,    0 ,    0 ,PUR   ,
     21769 ,         0 ,    75 ,H    ,  2-3 ,09/01/21,06/27/23,-         ,     ,-    ,10/24/23,  2-1 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,    8 ,   43 ,   1 ,   48 ,   66 ,    0 ,27400 ,33080 ,    70 ,11/27/23,  2457 ,  7.6 , 7.6 ,   0 ,    0 ,    0 ,PUR   ,
     21770 ,         0 ,    75 ,H    ,  2-3 ,08/20/21,06/27/23,-         ,     ,-    ,10/12/23,  2-1 ,       - ,FRESH   ,HEAT    ,20:59            ,   10 ,   55 ,   1 ,   59 ,   91 ,   84 ,27920 ,31880 ,    95 ,11/27/23,   295 ,  4.5 , 1.8 , 4.5 ,    0 ,    0 ,PUR   ,
     21771 ,         0 ,    77 ,H    , 1-11 ,09/28/21,07/19/23,-         ,     ,-    ,07/20/23,  1-9 ,09/28/23, SLD/DIE,SOLD    ,STAPH            ,    0 ,   70 ,   1 ,   33 ,   49 ,   55 ,20160 ,22370 ,    53 ,09/25/23,   163 ,  3.7 , 5.2 , 3.7 ,    0 ,    0 ,PUR   ,
     21772 ,         0 ,     4 ,H    ,  2-3 ,08/21/21,07/19/23,-         ,     ,-    ,07/27/23, 1-11 ,       - ,PREG    ,PREG    ,35DAYS           ,    0 ,  132 ,   1 ,   41 ,   65 ,   82 ,27210 ,29660 ,    68 ,11/27/23,    44 ,  1.8 , 0.5 , 0.8 ,    0 ,    2 ,PUR   ,
     21773 ,         0 ,    77 ,H    ,  2-1 ,10/13/21,07/24/23,-         ,     ,-    ,07/29/23,  1-9 ,       - ,PREG    ,PREG    ,37DAYS           ,    0 ,  130 ,   1 ,   45 ,   52 ,   47 ,19260 ,21790 ,    47 ,11/27/23,   212 ,  4.1 , 9.0 , 6.9 ,    0 ,    0 ,PUR   ,
     21774 ,         0 ,    77 ,H    ,  2-1 ,10/13/21,07/24/23,-         ,     ,-    ,08/04/23,  1-9 ,       - ,PREG    ,PREG    ,34DAYS           ,    0 ,  124 ,   1 ,   33 ,   50 ,   53 ,20940 ,22290 ,    67 ,11/27/23,   293 ,  4.5 , 6.2 , 5.5 ,    0 ,    1 ,PUR   ,
     21775 ,         0 ,     4 ,H    ,  2-1 ,10/24/21,07/24/23,-         ,     ,-    ,08/11/23,  1-9 ,       - ,BRED    ,BRED    ,00:59            ,    0 ,  117 ,   1 ,   40 ,   63 ,   88 ,25800 ,29100 ,    67 ,11/27/23,    38 ,  1.6 , 1.1 , 0.1 ,    0 ,    1 ,PUR   ,
     21776 ,         0 ,    79 ,J    ,  2-2 ,09/17/21,08/08/23,-         ,     ,-    ,08/25/23, 1-11 ,       - ,BRED    ,RECK    ,NOT0LF.          ,    0 ,  103 ,   1 ,   37 ,   54 ,   61 ,12810 ,13820 ,    22 ,11/27/23,  4837 ,  8.5 , 5.6 , 5.5 ,    1 ,    1 ,PUR   ,
     21777 ,         0 ,    77 ,H    ,  2-1 ,09/17/21,08/08/23,-         ,     ,-    ,08/19/23, 1-10 ,10/24/23, SLD/DIE,SOLD    ,STAPH            ,    0 ,   66 ,   1 ,   37 ,   59 ,   71 ,24110 ,25290 ,    69 ,10/23/23,  1294 ,  6.7 ,   0 , 6.6 ,    0 ,    0 ,PUR   ,
     21778 ,         0 ,    77 ,H    ,  2-1 ,10/29/21,08/17/23,-         ,     ,-    ,08/16/23,  1-9 ,       - ,PREG    ,PREG    ,38DAYS           ,    0 ,  112 ,   1 ,   29 ,   55 ,   74 ,30390 ,25830 ,    83 ,11/27/23,   123 ,  3.3 ,   0 , 2.1 ,    0 ,    0 ,PUR   ,
     21779 ,         0 ,    79 ,H    ,  2-1 ,10/29/21,08/22/23,-         ,     ,-    ,08/22/23,  1-9 ,       - ,BRED    ,FOOTRIM ,NONE             ,    0 ,  106 ,   1 ,   35 ,   54 ,   73 ,16860 ,17230 ,    54 ,11/27/23,  3516 ,  8.1 , 7.3 , 5.6 ,    2 ,    3 ,PUR   ,
     21780 ,         0 ,    77 ,H    ,  2-1 ,10/10/21,08/24/23,-         ,     ,-    ,08/24/23, 1-10 ,       - ,BRED    ,BRED    ,10:59            ,    0 ,  104 ,   1 ,   42 ,   65 ,   72 ,27120 ,31140 ,    66 ,11/27/23,   231 ,  4.2 , 3.5 , 1.5 ,    0 ,    0 ,PUR   ,
     21781 ,         0 ,    76 ,H    ,  2-1 ,10/28/21,08/30/23,-         ,     ,-    ,09/09/23, 1-10 ,       - ,FRESH   ,HEAT    ,06:59            ,    0 ,   88 ,   1 ,   37 ,   65 ,   58 ,24290 ,28240 ,    66 ,11/27/23,    20 ,  0.7 ,   0 , 1.8 ,    0 ,    0 ,PUR   ,
     21782 ,         0 ,    76 ,H    ,  2-1 ,10/28/21,08/30/23,-         ,     ,-    ,09/06/23, 1-10 ,       - ,BRED    ,BRED    ,16:59            ,    0 ,   91 ,   1 ,   44 ,   62 ,   83 ,32460 ,33250 ,    89 ,11/27/23,    71 ,  2.4 , 0.1 , 1.4 ,    0 ,    1 ,PUR   ,
     21783 ,         0 ,    76 ,H    ,  2-0 ,11/29/21,09/09/23,GW        ,     ,-    ,09/16/23,  1-9 ,       - ,BRED    ,BRED    ,12:59            ,    0 ,   81 ,   1 ,   42 ,   69 ,   82 ,26030 ,30110 ,    87 ,11/27/23,    30 ,  1.3 , 2.4 , 1.4 ,    0 ,    0 ,GW    ,
     21784 ,         0 ,    79 ,H    ,  2-0 ,11/29/21,09/09/23,GW        ,     ,-    ,09/19/23,  1-9 ,       - ,BRED    ,LAME    ,BLKTRH/S0/W,    0 ,   78 ,   1 ,   40 ,   55 ,   68 ,22800 ,25450 ,    69 ,11/27/23,   699 ,  5.8 , 3.2 , 6.4 ,    1 ,    1 ,GW    ,
     21785 ,         0 ,    10 ,H    , 1-10 ,11/29/21,09/09/23,GW        ,     ,-    ,09/21/23,  1-9 ,10/02/23, SLD/DIE,DIED    ,RESP.            ,    0 ,   11 ,   1 ,    0 ,    0 ,    0 ,    0 ,    0 ,     0 ,09/25/23,     0 ,    0 ,   0 ,   0 ,    0 ,    3 ,GW    ,
     21786 ,         0 ,    76 ,H    ,  2-0 ,11/29/21,09/09/23,-         ,     ,-    ,09/20/23,  1-9 ,       - ,BRED    ,BRED    ,14:59            ,    0 ,   77 ,   1 ,   45 ,   72 ,   67 ,24380 ,28620 ,    69 ,11/27/23,   534 ,  5.4 , 2.0 , 7.7 ,    0 ,    0 ,GW    ,
     21788 ,         0 ,    76 ,H    ,  2-0 ,11/29/21,09/09/23,-         ,     ,-    ,09/19/23,  1-9 ,       - ,FRESH   ,HEAT    ,10:59            ,    0 ,   78 ,   1 ,   32 ,   55 ,   62 ,23730 ,29140 ,    63 ,11/27/23,    44 ,  1.8 , 1.4 , 2.4 ,    0 ,    0 ,GW    ,
     21789 ,         0 ,    75 ,H    ,  2-0 ,11/25/21,09/09/23,-         ,     ,-    ,09/27/23, 1-10 ,       - ,FRESH   ,HEAT    ,02:59            ,    0 ,   70 ,   1 ,   31 ,   49 ,   57 ,23600 ,27060 ,    68 ,11/27/23,    16 ,  0.4 , 2.2 , 0.4 ,    0 ,    3 ,GW    ,
     21790 ,         0 ,    76 ,H    ,  2-0 ,11/25/21,09/09/23,-         ,     ,-    ,09/25/23,  1-9 ,       - ,BRED    ,BRED    ,06:59            ,    0 ,   72 ,   1 ,   46 ,   39 ,   42 ,19510 ,23400 ,    60 ,11/27/23,    68 ,  2.4 , 2.4 , 2.4 ,    0 ,    0 ,GW    ,
     21791 ,         0 ,    76 ,H    ,  2-0 ,11/05/21,09/09/23,-         ,     ,-    ,09/20/23, 1-10 ,       - ,BRED    ,BRED    ,06:59            ,    0 ,   77 ,   1 ,   47 ,   58 ,   73 ,25140 ,27900 ,    71 ,11/27/23,    19 ,  0.6 , 1.2 , 0.6 ,    0 ,    0 ,GW    ,
     21792 ,         0 ,    76 ,H    ,  2-0 ,11/05/21,09/09/23,-         ,     ,-    ,09/26/23, 1-10 ,       - ,FRESH   ,HEAT    ,20:59            ,    0 ,   71 ,   1 ,   41 ,   55 ,   70 ,25120 ,25670 ,    72 ,11/27/23,    13 ,  0.1 , 1.9 , 0.1 ,    0 ,    0 ,GW    ,
     21793 ,         0 ,    76 ,H    ,  2-0 ,11/29/21,09/09/23,-         ,     ,-    ,09/30/23,  1-9 ,       - ,FRESH   ,HEAT    ,12:59            ,    0 ,   67 ,   1 ,   35 ,   62 ,   73 ,25340 ,27860 ,    74 ,11/27/23,   406 ,  5.0 , 7.1 , 5.0 ,    0 ,    0 ,GW    ,
     21794 ,         0 ,    76 ,H    ,  2-0 ,11/25/21,09/09/23,-         ,     ,-    ,09/23/23,  1-9 ,       - ,FRESH   ,HEAT    ,22:59            ,    0 ,   74 ,   1 ,   40 ,   30 ,   68 ,22560 ,26060 ,    79 ,11/27/23,    48 ,  2.0 , 8.0 , 7.1 ,    0 ,    1 ,GW    ,
     21795 ,         0 ,    76 ,H    ,  2-0 ,12/01/21,09/09/23,-         ,     ,-    ,09/24/23,  1-9 ,       - ,FRESH   ,HEAT    ,02:59            ,    0 ,   73 ,   1 ,   42 ,   32 ,   60 ,23670 ,22180 ,    61 ,11/27/23,   598 ,  5.5 , 1.3 , 5.5 ,    0 ,    0 ,GW    ,
     21796 ,         0 ,    76 ,H    ,  2-0 ,11/29/21,09/09/23,-         ,     ,-    ,09/26/23,  1-9 ,       - ,BRED    ,BRED    ,18:59            ,    0 ,   71 ,   1 ,   50 ,   54 ,   65 ,24910 ,25030 ,    62 ,11/27/23,   402 ,  5.0 , 3.4 , 5.0 ,    1 ,    1 ,GW    ,
     21801 ,         0 ,    76 ,H    ,  2-0 ,12/01/21,07/21/23,GW082023  ,     ,-    ,10/11/23, 1-10 ,       - ,FRESH   ,HEAT    ,04:59            ,    8 ,   56 ,   1 ,   45 ,   66 ,   82 ,27720 ,28260 ,    64 ,11/27/23,     9 ,  0.1 , 0.1 , 0.1 ,    0 ,    0 ,PUR   ,
     21802 ,         0 ,    75 ,H    ,  2-0 ,12/01/21,07/21/23,GW082023  ,     ,-    ,11/14/23, 1-11 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   21 ,   22 ,   1 ,   41 ,   74 ,    0 ,26600 ,26450 ,    44 ,11/27/23,   115 ,  3.2 , 3.2 ,   0 ,    0 ,    0 ,PUR   ,
     21803 ,         0 ,    75 ,H    ,  2-0 ,12/01/21,07/21/23,GW082023  ,     ,-    ,10/12/23, 1-10 ,       - ,FRESH   ,FOOTRIM ,NONE             ,    3 ,   55 ,   1 ,   34 ,   62 ,   71 ,25240 ,28110 ,    73 ,11/27/23,    12 ,  0.1 , 1.2 , 0.1 ,    0 ,    0 ,PUR   ,
     21805 ,         0 ,    75 ,H    ,  2-0 ,12/01/21,07/21/23,GW082023  ,     ,-    ,11/11/23, 1-11 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   18 ,   25 ,   1 ,   51 ,   71 ,    0 ,26270 ,30820 ,    65 ,11/27/23,    30 ,  1.3 , 1.3 ,   0 ,    0 ,    0 ,PUR   ,
     21806 ,         0 ,    76 ,H    ,  2-0 ,12/01/21,07/21/23,GW082023  ,     ,-    ,09/26/23,  1-9 ,       - ,BRED    ,BRED    ,22:59            ,    1 ,   71 ,   1 ,   32 ,   42 ,   66 ,24250 ,27700 ,    64 ,11/27/23,    40 ,  1.7 , 1.5 , 1.7 ,    0 ,    0 ,PUR   ,
     21807 ,         0 ,    79 ,H    ,  2-0 ,12/01/21,07/21/23,GW082023  ,     ,-    ,09/11/23,  1-9 ,       - ,FRESH   ,MAST    ,SPCT3LFNA        ,   14 ,   86 ,   1 ,   49 ,   55 ,   63 ,22040 ,24000 ,    72 ,11/27/23,  2218 ,  7.4 ,   0 , 5.9 ,    3 ,    3 ,PUR   ,
     21808 ,         0 ,    77 ,H    ,  2-2 ,09/15/21,07/18/23,-         ,     ,-    ,07/17/23,  1-9 ,       - ,PREG    ,PREG    ,70DAYS           ,    0 ,  142 ,   1 ,   29 ,   44 ,   57 ,20450 ,21800 ,    53 ,11/27/23,   107 ,  3.1 , 4.3 , 2.1 ,    0 ,    0 ,PUR   ,
     21809 ,         0 ,    76 ,H    ,  2-0 ,12/01/21,07/21/23,GW082023  ,     ,-    ,10/10/23, 1-10 ,       - ,FRESH   ,HEAT    ,12:59            ,   21 ,   57 ,   1 ,   50 ,   50 ,   73 ,23170 ,23800 ,    67 ,11/27/23,  1197 ,  6.5 , 8.1 , 6.5 ,    1 ,    1 ,PUR   ,
     21810 ,         0 ,    75 ,H    ,  2-0 ,12/01/21,07/21/23,GW082023  ,     ,-    ,11/15/23, 1-11 ,       - ,FRESH   ,MOVE    ,F0001T0075       ,   22 ,   21 ,   1 ,   45 ,    0 ,    0 ,25540 ,28270 ,    58 ,11/27/23,    35 ,  1.4 , 1.4 ,   0 ,    0 ,    0 ,PUR   ,
